	query	product_text	relevance_label	id
809315	baruto action figures	LEGO DC Batman: Batman and The Joker Escape 76138 Building Kit (171 Pieces)  Young children will love role-playing as Batman to stop a Super-Villain prison breakout with this LEGO DC Batman 76138 Batman and The Joker Escape super-hero toy playset. Specially designed to be fun and easy for preschoolers, this LEGO 4+ set includes Batman’s helicopter with a special Starter Brick chassis that lets even first-time builders experience the pride of building all on their own. A great birthday gift, this action-packed kids’ toy playset also features an Arkham Asylum model with lots of details to inspire play including 2 jail cells with walls that can be pulled down by attaching a chain and hook from Harley Quinn’s bike. It comes with 4 LEGO minifigures with weapons and a simple guide to build and play to help young super heroes understand the purpose of the building steps and grow their imagination and confidence for the perfect start to LEGO brick building. Instructions PLUS are also available for this Batman toy playset in the LEGO Life app for smartphones and tablets. These easy-to-use, intuitive building instructions let kids zoom, rotate and visualize their creation using the special ghost mode as they go.  Young children will love role-playing as Batman to stop a Super-Villain prison breakout with this LEGO DC Batman 76138 Batman and The Joker Escape super-hero toy playset. Specially designed to be fun and easy for preschoolers, this LEGO 4+ set includes Batman’s helicopter with a special Starter Brick chassis that lets even first-time builders experience the pride of building all on their own. A great birthday gift, this action-packed kids’ toy playset also features an Arkham Asylum model with lots of details to inspire play including 2 jail cells with walls that can be pulled down by attaching a chain and hook from Harley Quinn’s bike. It comes with 4 LEGO minifigures with weapons and a simple guide to build and play to help young super heroes understand the purpose of the building steps and grow their imagination and confidence for the perfect start to LEGO brick building. Instructions PLUS are also available for this Batman toy playset in the LEGO Life app for smartphones and tablets. These easy-to-use, intuitive building instructions let kids zoom, rotate and visualize their creation using the special ghost mode as they go.From the manufacturer Batman toy playset for kids aged 4 and over Give young kids a fun introduction to Batman adventures with easy-to-build Arkham Asylum, Batcopter and bike models. Build, learn and role-play Even novice LEGO builders can build on their own using the simple guide and then create their own super-hero stories.  LEGO DC Batman: Batman and The Joker Escape Harley Quinn’s bike Prison cell walls can be pulled down with the bike’s chain and hook. Arkham Asylum security Kids can pretend to be a prison guard in the watchtower. 2 prison wings There is a cell in each prison wing to hold the Super-Villains.  Super-Villain possessions Set includes The Penguin's hat and other items to inspire play. Batman’s Batcopter The Starter Brick chassis makes it easy to build. Mobile catapult Features 2 bomb launchers for action-packed battles.  Includes 4 LEGO minifigures Batman with a Batarang and megaphone element, Harley Quinn with a baseball bat, The Joker and a prison guard.  	1	60573
45296	allison kids hair detangler	Hair Detangler Spray for Kids. Made with Organic Aloe Vera Juice and Natural Vitamins to Hydrate. Organic Detangler and Leave In Conditioner for Children & Adults. No Chemicals or Fragrance. USA Made.  Perfect for the Entire Family! Little Roseberry Hair Detangler Spray for Kids , is Made with all the Goodness of Organic Aloe Vera Juice, Rosemary and Natural Vitamins to Enhance the Hair’s Natural Glow and Well-being . Our 2 in 1 Formula can be Used on Kids all Ages! Even Mommy, Daddy and Granny can take Advantage of our Leave-in Hair Detangler and Enjoy the Moisturizing Benefits.  TWO IN ONE: Hair Detangler + Leave in Conditioner Formula Perfect to Enhance Curls and to Make Brushing a Lot Easier! . WEIGHTLESS: Works Great on Fine, Coarse, Straight, Curly or Extremely Elastic Hair ... Without Making the Hair Flat or Lifeless. ORGANIC INGREDIENTS : Rich in Antioxidants , Vitamins such as Folic Acid and Minerals such as Calcium to Repair Dry and Damaged Hair. SAFE ON SENSITIVE SKIN: Safe to Use if you Suffer from Eczema, Cradle Cap, or Sensitive Scalp.  HYDRATING & MOISTURIZING: Our Hair Detangler Spray For Kids Leaves the Hair Soft, Shiny, Less Frizzy and Conditioned. BABY SAFE: Our Baby Hair Detangler Spray is a must have to Untangle your Little One's Delicate Hair. Say NO to the Bedhead Look!. CHEMICAL FREE: Made with All Natural Ingredients! . 100% Toxin-free. No fragrance. No Parabens or Sulfates.     	1	76703
21966	"rug 3.3 x 47"""	nuLOOM Becca Vintage Tile Area Rug, 3' x 5', Beige  Create a home filled with warmth with our traditional tile area rug. With neutral color hues and a unique tile like pattern, this rug will pair seamlessly with any of your existing décor. Machine made from soft and durable fibers, this floor covering is perfect for high traffic areas of your home. Relax and unwind with our pet-friendly and easy to care for area rugs.  Create a home filled with warmth with our traditional tile area rug. With neutral color hues and a unique tile like pattern, this rug will pair seamlessly with any of your existing décor. Machine made from soft and durable fibers, this floor covering is perfect for high traffic areas of your home. Relax and unwind with our pet-friendly and easy to care for area rugs.From the manufacturer  Versatile & Beautiful Blending centuries old motifs with modern elements, vintage rugs are an easy way to incorporate the look of heirloom pieces into your décor scheme Built to Last Power-loomed construction ensures this rug will look great even in high traffic areas (such as hallways and living rooms) Kid & Pet Friendly Our high quality synthetic materials are carefully selected to ensure resistance to common spills and stains Unique Colorways This rug is bound to make a statement. Choose from 4 unique colorways to find the perfect style for your home  nuLOOM Non-Slip Grip Rug Pad nuLOOM Ultra Premium Non-Slip Rug Pad nuLOOM Comfort Grip Rug Pad Features Standard Premium Standard Material PVC 100% Recycled Synthetic Fibers PVC Thickness 0.15 Inch 0.25 Inch 0.2 Inch Cut to Size ✓ ✓ ✓ Find the perfect rug size for your room For smaller areas we recommend a 5’ x 8’ or 6’ x 9’ rug. If you are placing the rug under a coffee table, make sure that it can accommodate all four legs of the table Larger rooms typically require a rug that is between 6’ x 9’ and 8’ x 10’. Place the front legs of your sofa on top of the rug or have all four legs rest on the rug To have furniture framed in the center of a large room, we recommend a 9’ x 12’ or larger rug. An equal amount of floor space (between 12” - 18”) should be left on all sides if possible  About nuLOOM At nuLOOM we believe home decor is a form of self-expression. Over the past 20 years we have built our company by filling the void between brilliant design and affordability. We create unique designs and source our items from artisan manufacturers all over the world.  	1	1154829
28451	electrolyte tablets chewable	C2O The Original Coconut Water w/ Nutrients & Electrolytes, Rejuvenating Plant-Based Hydration, the Original, 16.3oz cans (8-Pack)  Green Coconut Difference: C2O uses young green coconuts that are extra fragrant, tasty and unique to the inland soils of Thailand; They have a sweeter, freshwater taste that is more appealing than the salty, coastal flavor of other brands  Green Coconut Difference: C2O uses young green coconuts that are extra fragrant, tasty and unique to the inland soils of Thailand; They have a sweeter, freshwater taste that is more appealing than the salty, coastal flavor of other brandsFrom the manufacturer C2O Coconut Water was founded over a decade ago and has become one of the top coconut water brands in the United States. We trace our roots back to Thailand where founder Ron Greene discovered a particular varietal of coconut water that was naturally aromatic & sweet in flavor. C2O is loved by a wide range of athletes, natural foodies, healthy moms and millennials craving a way to hydrate naturally. We invite you to 'Live Rejuvenated'. C2O Coconut Water Conquer Thirst Naturally C2O Coconut Water is an excellent way to conquer thirst naturally. Packed with electrolytes and great taste, our coconut water is perfect for hydrating and restoring balance to your daily routine. Never From Concentrate 5 Essential Electrolytes No Artificial Colors, Flavors, or Preservatives Non-GMO Project Verified (NonGMOproject.org Certificate number 43356, renewal date 2/26/2019) Sustainable Sourcing Methods Fat-free and Cholesterol-free (verified by nutritional panel) Ingredients include: 100% coconut water, young coconut pulp For flavored coconut waters, ingredients include: coffee extract, 100% juices, Ginger, Tumeric  What makes C2O Coconut Water great? Sustainably Sourced C2O Coconut Water uses sustainable sourcing methods that are good for the environment and the communities in which we serve. C2O Coconut Water is sourced from freshwater coconut groves that produce fragrant young green coconuts with exceptional flavor and taste. C2O and our Co-Op of farmers are dedicated to producing the finest coconuts in the world. We care about sustainability and are focused on developing thriving communities that support our farmers and their families. Exceptional Quality You Can Taste C2O sources a fresh water varietal of coconut that yields a more delightful taste than the salty flavor that accompanies more commonly used coastal coconuts. We produce products that taste amazing and do not contain any artificial colors, flavors, or preservatives. Our flavors are created using real fruit juice and purees to deliver maximum refreshment. C2O For Any Occasion Packed with electrolytes and great taste, C2O is perfect for: Anytime Hydration On-the-go Refreshment Post-workout Recovery Smoothies & Smoothie Bowls Mealtime Moments Recipe 'Smart Swaps' Natural Mixer  Pure Coconut Water 10.5 Pure Coconut Water 16.3 Ginger Lime & Turmeric Espresso Coconut Water Pure Coconut Water 1 Liter Size 10.5 oz (330ml) 16.3 oz (485ml) 17.5oz (520ml) 17.5oz (520ml) 33.8 oz (1 Liter) Activity Group Events, BBQ's, Office Parties, Kids Activities, Sporting Events Anytime Hydration, Fitness, On-The-Go Activity Anytime Refreshment, Mealtime Refreshment, Smoothies & Bowls, Recipes, Mixers Anytime Energy, Anytime Energy, Morning Pick-Me-Up, Studying, Driving, Sports, Work, Pre-Workout Family Size, All-Day Hydration, Smoothies, Recipes, Camping, Travel Supports Hydration ✓ ✓ ✓ ✓ ✓ Never From Concentrate ✓ ✓ ✓ ✓ ✓ Non-GMO ✓ ✓ ✓ ✓ ✓ No Added Sugar ✓ ✓ ✓ Coconut Sugar ✓ Contains Caffeine - - - 199 mg - Flavors Available Pure Coconut Water, Pure Coconut Water w/ Pulp Pure Coconut Water, Pure Coconut Water w/ Pulp Ginger Lime Turmeric, Pineapple, Mango Espresso Pure, Pineapple 	1	549699
398254	mens mummy shirt	Disney Donald Duck Mummy Halloween Costume T-Shirt  Suit up in mummified fashion when you don this striking Disney t-shirt. Featuring stylized artwork of Donald Duck dressed up as a mummy for trick-or-treating adventures, this epic tee shirt will infuse your look with frightful flair! This Disney design is available on a t-shirt, tank top, long sleeve tee, and sweatshirt!  Suit up in mummified fashion when you don this striking Disney t-shirt. Featuring stylized artwork of Donald Duck dressed up as a mummy for trick-or-treating adventures, this epic tee shirt will infuse your look with frightful flair! This Disney design is available on a t-shirt, tank top, long sleeve tee, and sweatshirt!From the brand Previous page T-Shirt Best Sellers Visit the Store Retro and Vintage T-Shirts Visit the Store Mickey and Friends Visit the Store Seasonal T-Shirts Visit the Store Celebrate Your Birthday Visit the Store Shop More Disney Items Visit the Store Next page From the manufacturer 	1	514808
348345	skipdrill	Digital Innovations 1051100 Replacement Accessories Kit  SkipDr Replacement Accessories Kit is designed to work with Classic, Deluxe and Premier versions of the SkipDr, GameDr and DvdDr Disc Repair Systems.  SkipDr Replacement Accessories Kit is designed to work with Classic, Deluxe and Premier versions of the SkipDr, GameDr and DvdDr Disc Repair Systems.	1	214618
628916	# 2 pencils not sharpened	"ezpencils - Sea Blue Barrel Golf (1/2 a pencil - Pew pencils) Hexagon Pencils without Eraser - 48 pkg - No Eraser - # 2 HB Lead - Sharpened - Non-Branded - NEW  48 High quality woodcased HB No. 2 Lead - Sea Blue barrel -Pew Pencils - 1/2 a pencil - Games pencils - Hexagon graphite pencils – No eraser. - 3.25"" Overall Length - Sharpened - Use for office supply, School supply, Students, Teachers, Record keeping, Family reunions, Churches, ETC.  48 High quality woodcased HB No. 2 Lead - Sea Blue barrel -Pew Pencils - 1/2 a pencil - Games pencils - Hexagon graphite pencils – No eraser. - 3.25"" Overall Length - Sharpened - Use for office supply, School supply, Students, Teachers, Record keeping, Family reunions, Churches, ETC."	1	1655730
752049	optcon ancrestral	Family Care Refreshing Lubricant Eye Drop Preservative Free Single Use Vials Individually Sealed containers of 5 vials, Relief for Redness Dry itching Sensitive Allergies 1 Package (100 Count)…  About Us Family Care offers high quality over-the-counter health products at affordable prices. Designed with families in mind, to provide a diverse range of products to enhance health and well-being. Eye Care Ear Care Nasal Care Topicals 100 Count Single Use Vials of Lubricating Eye Drops Tears are important to our health and wellness Not much is more important than the wellness and health of our eyes. The under appreciated workhorse of our bodies, our eyes are constantly moving and reading our surroundings. A multitude of things can happen to cause the eyes to become irritated and red. At the first sign of discomfort, apply a couple eye drops to protect and nourish. Preservative-Free Moisturizes Lubricates Protects Sterile Long lasting relief and comfort Singular active ingredient Small enough for your bag or pocket  Causes of Eye Discomfort Dry Eyes There are times when our tears cannot properly moisturize our eyes. This can result in dry, red irritated eyes. Computer Use The eyes are constantly moving back and forth as you read on the computer screen. Along with having to focus and refocus, causing eyes strain. Allergens The body's natural defense system to allergens is to release histamines which cause itching, redness, and watery eyes. Contacts Long-term use of contact lenses can be a factor in the development of dry eyes.  Easy to Use Vials Twist off top Instill 1 or 2 drops in the affected eye(s) Soothing moisture  	1	387590
923659	otterbox iphone xs	iPhone Xs Max Case,Anime Cartoons 337 Pattern Design iPhone Xs Max Cases, Tempered Glass Back + Soft Silicone TPU Shock Absorption Bumper Protective Case Compatible for iPhone Xs Max  Why choose this Phone case? This iPhone Xs Max Case keeps the original glass texture of iPhone Xs Max itself, to satisfy your trendy and luxury taste while allaying any worries about phone safety. Each piece of glass experiences 4 hours strong toughening to receive real scratch-resistant, anti-fingerprint, drop-resistant and shockproof properties. Exclusive adorable pattern makes your cellphone case more fashionable. About Product Fully compatible with all kinds of wireless charging and will not block any signal. Cutout design for Speaker, Screen, camera and ports, easy access to all ports and connectors. Made of Tempered Glass Back Soft TPU Frame to offer superior quality and full body protect your phone. It is easy to hold,the anti-slip properties provide excellent grip made it difficult to slide in and out of pocket. Featuring the innovative new shock technology, prevents your iPhone from being harmed of dropping, scratching and collision. Our Service If you meet any question, please contact with us, we will fix your issue within 24 hours. Package Includes 1 x Phone Case for iPhone Xs Max  Why choose this Phone case? This iPhone Xs Max Case keeps the original glass texture of iPhone Xs Max itself, to satisfy your trendy and luxury taste while allaying any worries about phone safety. Each piece of glass experiences 4 hours strong toughening to receive real scratch-resistant, anti-fingerprint, drop-resistant and shockproof properties. Exclusive adorable pattern makes your cellphone case more fashionable. About Product Fully compatible with all kinds of wireless charging and will not block any signal. Cutout design for Speaker, Screen, camera and ports, easy access to all ports and connectors. Made of Tempered Glass Back Soft TPU Frame to offer superior quality and full body protect your phone. It is easy to hold,the anti-slip properties provide excellent grip made it difficult to slide in and out of pocket. Featuring the innovative new shock technology, prevents your iPhone from being harmed of dropping, scratching and collision. Our Service If you meet any question, please contact with us, we will fix your issue within 24 hours. Package Includes 1 x Phone Case for iPhone Xs Max	1	1034843
255324	fnaf	LEGO Disney Frozen II Anna’s Canoe Expedition 41165 Frozen Adventure Building Kit (108 Pieces)  Let your child relive favorite scenes from Disney’s Frozen II with the LEGO | Disney 41165 Anna’s Canoe Expedition Frozen movie toy creative construction set. This LEGO 4+ Disney playset is specially designed to be fun and easy for youngsters, with a LEGO animal figure for role-play fun and a special Starter Brick base that lets even first-time builders experience the pride of constructing buildings, vehicles and more, all on their own. The included simple guide to build and play will also help your Disney Frozen fan understand the purpose of the building steps and grow their imagination and confidence for the perfect start to LEGO brick building in a familiar Disney setting. Give any LEGO builder an amazing building experience with Instructions PLUS, available in the LEGO Life app for smartphones and tablets. The easy-to-use, intuitive building instructions let them zoom, rotate and visualize their creation using the special ghost mode as they go. Instructions PLUS is also great for younger builders, guiding them through the building process for a greater sense of independence and achievement. This Disney Frozen II toy building set for kids includes 2 Disney characters, Anna and Olaf doll-figures, plus a LEGO bunny figure.  Let your child relive favorite scenes from Disney’s Frozen II with the LEGO | Disney 41165 Anna’s Canoe Expedition Frozen movie toy creative construction set. This LEGO 4+ Disney playset is specially designed to be fun and easy for youngsters, with a LEGO animal figure for role-play fun and a special Starter Brick base that lets even first-time builders experience the pride of constructing buildings, vehicles and more, all on their own. The included simple guide to build and play will also help your Disney Frozen fan understand the purpose of the building steps and grow their imagination and confidence for the perfect start to LEGO brick building in a familiar Disney setting. Give any LEGO builder an amazing building experience with Instructions PLUS, available in the LEGO Life app for smartphones and tablets. The easy-to-use, intuitive building instructions let them zoom, rotate and visualize their creation using the special ghost mode as they go. Instructions PLUS is also great for younger builders, guiding them through the building process for a greater sense of independence and achievement. This Disney Frozen II toy building set for kids includes 2 Disney characters, Anna and Olaf doll-figures, plus a LEGO bunny figure.From the brand Let your imagination soar! LEGO sets are one of the first toys a child plays with when growing up and this love of the building spans the test of time and age. Previous page LEGO NEW Releases Visit the Store LEGO Best Sellers Visit the Store Shop by Age Visit the Store Shop by Theme Visit the Store Shop by Interest Visit the Store Next page From the manufacturer Cool ice canoe toy for kids This playset lets nature-loving kids recreate scenes from Disney’s Frozen II while exploring the river with Anna and Olaf. Encourages role-play Kids can imagine steering the ice canoe, playing with the bunnies, whizzing down the slide or tiptoeing past the troll.  LEGO l Disney Frozen II Anna’s Canoe Expedition Promotes imaginative play Will the sleeping troll awake amid all the riverside fun? Easy elegance Magical canoe is constructed in a few simple steps. Active features Tipping seesaw makes for dynamic play.  Fun and fast to construct Starter Bricks make this an ideal construction toy for preschoolers aged 4 and up.  Includes Anna and Olaf Plus a LEGO bunny figure, ice canoe, lamp and many other accessories.  	1	258557
262637	1 inch long barrel curler without clip	"2 Pack (TOTAL 8 ROLLERS w/ 8 Pins) HAIR STYLING BRUSH ROLLERS & PINS Hair Curlers 3"" x 1 1/8"" Bristles  2 Pack Each Contains 4 Brush Rollers TOTAL OF 8 Rollers 1 1/8"" diameter x 3"" long Hair clings to the nylon bristles for fast, even wind-ups which is fantastic if you have naturaly straight hair. Bristles are removable if desired. Comes With Plastic Pins to hold curls securely. Easy to care, washable All Types of Hair  2 Pack Each Contains 4 Brush Rollers TOTAL OF 8 Rollers 1 1/8"" diameter x 3"" long Hair clings to the nylon bristles for fast, even wind-ups which is fantastic if you have naturaly straight hair. Bristles are removable if desired. Comes With Plastic Pins to hold curls securely. Easy to care, washable All Types of Hair"	1	227324
1344710	oval velvet ring box	Beatilog Velvet Ring Box - Gorgeous Round Wedding Ring Box with Elegant Ribbon Bow Vintage Jewelry Holder Gift Organizer for Proposal, Engagement, Ceremony, Photography (Pink Small) From the brand Beatilog Record Your Big Day ~ Previous page Beatilog New Model Ring Box Visit the Store Beatilog New Model Ring Box Visit the Store Beatilog More Jewelry Box Visit the Store Welcome to Beatilog! Beatilog is committed to making life better and providing the super useful, beautiful, professional jewelry box. Classic design for wedding day photo shoots. Fine, soft material protects your jewelry. Some of our products were hand crafted, and secure for storing your beloved stuff. Next page   Beatilog, professional elegant velvet ring box for your big day! Classic design for wedding day photo shoots Fine, soft velvet protects your rings Bow attached on base, cut easily if no need The proper size makes it easy to hold in hand or pocket and give her a surprise Octagon Ring Box Oval Ring Box Hexagon Gray Ring Box Necklace Gift Box Material Velvet Velvet Velvet Velvet Velvet Necklace Box 	1	1290094
153673	orian sub	Q Power QBOMB8V Dual 8 Inch Vented Port Subwoofer Sub Box with Bedliner Spray  The Q-Power QBOMB8V Dual 8-Inch Vented Subwoofer Box kicks the music up to the next level with deep sounding and powerful bass. The vented sub box is constructed of 0.75-inch MDF and finished with a black bedliner spray for increased durability and added style. It features a dual vented chamber design with a middle slot port and boasts 1 cubic feet of air space per subwoofer. If you are looking to really make the bass hit hard, then turn your ride into a sound machine with the Q-Power QBOMB8V Dual 8-Inch Vented Subwoofer Box.  The Q-Power QBOMB8V Dual 8-Inch Vented Subwoofer Box kicks the music up to the next level with deep sounding and powerful bass. The vented sub box is constructed of 0.75-inch MDF and finished with a black bedliner spray for increased durability and added style. It features a dual vented chamber design with a middle slot port and boasts 1 cubic feet of air space per subwoofer. If you are looking to really make the bass hit hard, then turn your ride into a sound machine with the Q-Power QBOMB8V Dual 8-Inch Vented Subwoofer Box.	1	1354869
498008	sai weapons	JGN Trading Katana Tactical Dagger Knife Fixed Blade Army 60HRC G10 Handle Tanto Outdoor Camping Survival Rescue Knives Combat Wilderness Hunting Knifes  Dear Customer: Thank you for choosing us! Happy shopping! -------------------------------------------------- -------------------------------------------- This knife is very sharp. Please use with care and use with care. The bag is safe and easy to carry. This is a 100% brand new high quality product that is not easily damaged. Ergonomic handle - maximizes comfort and reduces slip, Top Mirror steel structure ensures long-term operation without erosion, good rust resistance and high durability. It has a high-quality factory sharpening knife. This may be the best tool in your saber suit or tactical knife case. Suitable for: outdoor: survival, camping, sailing, diving, fishing and hunting Kitchen: Peeled, chopped, etc. Practical: DIY, tool and carton knife - Nice tool for camping, hunting, hiking, adventure, and home use Specification: Tool length: 23CM Blade length:10.5CM Thickness: 5mm Hardness: 60HRC Material: 9CR18MOV Top Mirror steel color: G10 Sport Type:Camping & Hiking Packaged include: 1 x Tactical Knife+1XCowhide sheath  Dear Customer: Thank you for choosing us! Happy shopping! -------------------------------------------------- -------------------------------------------- This knife is very sharp. Please use with care and use with care. The bag is safe and easy to carry. This is a 100% brand new high quality product that is not easily damaged. Ergonomic handle - maximizes comfort and reduces slip, Top Mirror steel structure ensures long-term operation without erosion, good rust resistance and high durability. It has a high-quality factory sharpening knife. This may be the best tool in your saber suit or tactical knife case. Suitable for: outdoor: survival, camping, sailing, diving, fishing and hunting Kitchen: Peeled, chopped, etc. Practical: DIY, tool and carton knife - Nice tool for camping, hunting, hiking, adventure, and home use Specification: Tool length: 23CM Blade length:10.5CM Thickness: 5mm Hardness: 60HRC Material: 9CR18MOV Top Mirror steel color: G10 Sport Type:Camping & Hiking Packaged include: 1 x Tactical Knife+1XCowhide sheath	1	1271141
